ANNO;AteneoCOD;AteneoNOME;AteneoREGIONE;AteneoAREAGEO;CorsoTIPO;COD_FoET2013;DESC_FoET2013;Genere;LAU
2018;00101;Torino - Università degli studi;Piemonte;NORD-OVEST;Laurea Magistrale;06;Information and Communication Technologies (ICTs);F;5
2018;00101;Torino - Università degli studi;Piemonte;NORD-OVEST;Laurea Magistrale;06;Information and Communication Technologies (ICTs);M;26
2018;00101;Torino - Università degli studi;Piemonte;NORD-OVEST;Laurea Magistrale;07;Engineering, manufacturing and construction;F;10
2018;00101;Torino - Università degli studi;Piemonte;NORD-OVEST;Laurea Magistrale;07;Engineering, manufacturing and construction;M;11
2018;00101;Torino - Università degli studi;Piemonte;NORD-OVEST;Laurea Magistrale;08;Agriculture, forestry, fisheries and veterinary;F;74
2018;00101;Torino - Università degli studi;Piemonte;NORD-OVEST;Laurea Magistrale;08;Agriculture, forestry, fisheries and veterinary;M;99
2018;00101;Torino - Università degli studi;Piemonte;NORD-OVEST;Laurea Magistrale;09;Health and welfare;F;113
2018;00101;Torino - Università degli studi;Piemonte;NORD-OVEST;Laurea Magistrale;09;Health and welfare;M;54
2018;00101;Torino - Università degli studi;Piemonte;NORD-OVEST;Laurea Magistrale;10;Services;F;13
2018;00101;Torino - Università degli studi;Piemonte;NORD-OVEST;Laurea Magistrale;10;Services;M;55
2018;00101;Torino - Università degli studi;Piemonte;NORD-OVEST;Laurea Magistrale Ciclo Unico;01;Education;F;213
2018;00101;Torino - Università degli studi;Piemonte;NORD-OVEST;Laurea Magistrale Ciclo Unico;01;Education;M;7
2018;00101;Torino - Università degli studi;Piemonte;NORD-OVEST;Laurea Magistrale Ciclo Unico;02;Arts and humanities;F;13
2018;00101;Torino - Università degli studi;Piemonte;NORD-OVEST;Laurea Magistrale Ciclo Unico;02;Arts and humanities;M;2
2018;00101;Torino - Università degli studi;Piemonte;NORD-OVEST;Laurea Magistrale Ciclo Unico;04;Business, administration and law;F;340
2018;00101;Torino - Università degli studi;Piemonte;NORD-OVEST;Laurea Magistrale Ciclo Unico;04;Business, administration and law;M;158
2018;00101;Torino - Università degli studi;Piemonte;NORD-OVEST;Laurea Magistrale Ciclo Unico;08;Agriculture, forestry, fisheries and veterinary;F;71
2018;00101;Torino - Università degli studi;Piemonte;NORD-OVEST;Laurea Magistrale Ciclo Unico;08;Agriculture, forestry, fisheries and veterinary;M;31
2018;00101;Torino - Università degli studi;Piemonte;NORD-OVEST;Laurea Magistrale Ciclo Unico;09;Health and welfare;F;464
2018;00101;Torino - Università degli studi;Piemonte;NORD-OVEST;Laurea Magistrale Ciclo Unico;09;Health and welfare;M;291
2018;00101;Torino - Università degli studi;Piemonte;NORD-OVEST;Vecchio Ordinamento;-;;F;49
2018;00101;Torino - Università degli studi;Piemonte;NORD-OVEST;Vecchio Ordinamento;-;;M;29
2018;00102;Torino - Politecnico;Piemonte;NORD-OVEST;Laurea;02;Arts and humanities;F;92
2018;00102;Torino - Politecnico;Piemonte;NORD-OVEST;Laurea;02;Arts and humanities;M;79
2018;00102;Torino - Politecnico;Piemonte;NORD-OVEST;Laurea;05;Natural sciences, mathematics and statistics;F;31
2018;00102;Torino - Politecnico;Piemonte;NORD-OVEST;Laurea;05;Natural sciences, mathematics and statistics;M;34
2018;00102;Torino - Politecnico;Piemonte;NORD-OVEST;Laurea;07;Engineering, manufacturing and construction;F;1033
2018;00102;Torino - Politecnico;Piemonte;NORD-OVEST;Laurea;07;Engineering, manufacturing and construction;M;2539
2018;00102;Torino - Politecnico;Piemonte;NORD-OVEST;Laurea Magistrale;02;Arts and humanities;F;42
2018;00102;Torino - Politecnico;Piemonte;NORD-OVEST;Laurea Magistrale;02;Arts and humanities;M;18
2018;00102;Torino - Politecnico;Piemonte;NORD-OVEST;Laurea Magistrale;07;Engineering, manufacturing and construction;F;1016
2018;00102;Torino - Politecnico;Piemonte;NORD-OVEST;Laurea Magistrale;07;Engineering, manufacturing and construction;M;2341
2018;00201;"Vercelli - Università degli studi del Piemonte orientale ""A. Avogadro""";Piemonte;NORD-OVEST;Laurea;02;Arts and humanities;F;119
2018;00201;"Vercelli - Università degli studi del Piemonte orientale ""A. Avogadro""";Piemonte;NORD-OVEST;Laurea;02;Arts and humanities;M;37
2018;00201;"Vercelli - Università degli studi del Piemonte orientale ""A. Avogadro""";Piemonte;NORD-OVEST;Laurea;03;Social sciences, journalism and information;F;23
2018;00201;"Vercelli - Università degli studi del Piemonte orientale ""A. Avogadro""";Piemonte;NORD-OVEST;Laurea;03;Social sciences, journalism and information;M;26
2018;00201;"Vercelli - Università degli studi del Piemonte orientale ""A. Avogadro""";Piemonte;NORD-OVEST;Laurea;04;Business, administration and law;F;166
2018;00201;"Vercelli - Università degli studi del Piemonte orientale ""A. Avogadro""";Piemonte;NORD-OVEST;Laurea;04;Business, administration and law;M;173
2018;00201;"Vercelli - Università degli studi del Piemonte orientale ""A. Avogadro""";Piemonte;NORD-OVEST;Laurea;05;Natural sciences, mathematics and statistics;F;227
2018;00201;"Vercelli - Università degli studi del Piemonte orientale ""A. Avogadro""";Piemonte;NORD-OVEST;Laurea;05;Natural sciences, mathematics and statistics;M;96
2018;00201;"Vercelli - Università degli studi del Piemonte orientale ""A. Avogadro""";Piemonte;NORD-OVEST;Laurea;06;Information and Communication Technologies (ICTs);F;6
2018;00201;"Vercelli - Università degli studi del Piemonte orientale ""A. Avogadro""";Piemonte;NORD-OVEST;Laurea;06;Information and Communication Technologies (ICTs);M;35
2018;00201;"Vercelli - Università degli studi del Piemonte orientale ""A. Avogadro""";Piemonte;NORD-OVEST;Laurea;09;Health and welfare;F;311
2018;00201;"Vercelli - Università degli studi del Piemonte orientale ""A. Avogadro""";Piemonte;NORD-OVEST;Laurea;09;Health and welfare;M;138
2018;00201;"Vercelli - Università degli studi del Piemonte orientale ""A. Avogadro""";Piemonte;NORD-OVEST;Laurea;10;Services;F;80
2018;00201;"Vercelli - Università degli studi del Piemonte orientale ""A. Avogadro""";Piemonte;NORD-OVEST;Laurea;10;Services;M;20
2018;00201;"Vercelli - Università degli studi del Piemonte orientale ""A. Avogadro""";Piemonte;NORD-OVEST;Laurea Magistrale;02;Arts and humanities;F;27
2018;00201;"Vercelli - Università degli studi del Piemonte orientale ""A. Avogadro""";Piemonte;NORD-OVEST;Laurea Magistrale;02;Arts and humanities;M;2
2018;00201;"Vercelli - Università degli studi del Piemonte orientale ""A. Avogadro""";Piemonte;NORD-OVEST;Laurea Magistrale;03;Social sciences, journalism and information;F;18
2018;00201;"Vercelli - Università degli studi del Piemonte orientale ""A. Avogadro""";Piemonte;NORD-OVEST;Laurea Magistrale;03;Social sciences, journalism and information;M;18
2018;00201;"Vercelli - Università degli studi del Piemonte orientale ""A. Avogadro""";Piemonte;NORD-OVEST;Laurea Magistrale;04;Business, administration and law;F;46
2018;00201;"Vercelli - Università degli studi del Piemonte orientale ""A. Avogadro""";Piemonte;NORD-OVEST;Laurea Magistrale;04;Business, administration and law;M;59
2018;00201;"Vercelli - Università degli studi del Piemonte orientale ""A. Avogadro""";Piemonte;NORD-OVEST;Laurea Magistrale;05;Natural sciences, mathematics and statistics;F;41
2018;00201;"Vercelli - Università degli studi del Piemonte orientale ""A. Avogadro""";Piemonte;NORD-OVEST;Laurea Magistrale;05;Natural sciences, mathematics and statistics;M;39
2018;00201;"Vercelli - Università degli studi del Piemonte orientale ""A. Avogadro""";Piemonte;NORD-OVEST;Laurea Magistrale;06;Information and Communication Technologies (ICTs);F;1
2018;00201;"Vercelli - Università degli studi del Piemonte orientale ""A. Avogadro""";Piemonte;NORD-OVEST;Laurea Magistrale;06;Information and Communication Technologies (ICTs);M;1
2018;00201;"Vercelli - Università degli studi del Piemonte orientale ""A. Avogadro""";Piemonte;NORD-OVEST;Laurea Magistrale;09;Health and welfare;F;34
2018;00201;"Vercelli - Università degli studi del Piemonte orientale ""A. Avogadro""";Piemonte;NORD-OVEST;Laurea Magistrale;09;Health and welfare;M;15
2018;00201;"Vercelli - Università degli studi del Piemonte orientale ""A. Avogadro""";Piemonte;NORD-OVEST;Laurea Magistrale;10;Services;F;6
2018;00201;"Vercelli - Università degli studi del Piemonte orientale ""A. Avogadro""";Piemonte;NORD-OVEST;Laurea Magistrale;10;Services;M;2
2018;00201;"Vercelli - Università degli studi del Piemonte orientale ""A. Avogadro""";Piemonte;NORD-OVEST;Laurea Magistrale Ciclo Unico;04;Business, administration and law;F;34
2018;00201;"Vercelli - Università degli studi del Piemonte orientale ""A. Avogadro""";Piemonte;NORD-OVEST;Laurea Magistrale Ciclo Unico;04;Business, administration and law;M;19
2018;00201;"Vercelli - Università degli studi del Piemonte orientale ""A. Avogadro""";Piemonte;NORD-OVEST;Laurea Magistrale Ciclo Unico;09;Health and welfare;F;121
2018;00201;"Vercelli - Università degli studi del Piemonte orientale ""A. Avogadro""";Piemonte;NORD-OVEST;Laurea Magistrale Ciclo Unico;09;Health and welfare;M;77
2018;00201;"Vercelli - Università degli studi del Piemonte orientale ""A. Avogadro""";Piemonte;NORD-OVEST;Vecchio Ordinamento;-;;F;4
2018;00201;"Vercelli - Università degli studi del Piemonte orientale ""A. Avogadro""";Piemonte;NORD-OVEST;Vecchio Ordinamento;-;;M;2
2018;00401;Bra (CN) - Università di Scienze Gastronomiche;Piemonte;NORD-OVEST;Laurea;08;Agriculture, forestry, fisheries and veterinary;F;16
2018;00401;Bra (CN) - Università di Scienze Gastronomiche;Piemonte;NORD-OVEST;Laurea;08;Agriculture, forestry, fisheries and veterinary;M;23
2018;00401;Bra (CN) - Università di Scienze Gastronomiche;Piemonte;NORD-OVEST;Laurea Magistrale;10;Services;F;14
2018;00401;Bra (CN) - Università di Scienze Gastronomiche;Piemonte;NORD-OVEST;Laurea Magistrale;10;Services;M;10
2018;00701;Aosta - Università degli studi;Valle d'Aosta;NORD-OVEST;Laurea;01;Education;F;4
2018;00701;Aosta - Università degli studi;Valle d'Aosta;NORD-OVEST;Laurea;02;Arts and humanities;F;53
2018;00701;Aosta - Università degli studi;Valle d'Aosta;NORD-OVEST;Laurea;02;Arts and humanities;M;7
2018;00701;Aosta - Università degli studi;Valle d'Aosta;NORD-OVEST;Laurea;03;Social sciences, journalism and information;F;52
2018;00701;Aosta - Università degli studi;Valle d'Aosta;NORD-OVEST;Laurea;03;Social sciences, journalism and information;M;20
2018;00701;Aosta - Università degli studi;Valle d'Aosta;NORD-OVEST;Laurea;04;Business, administration and law;F;26
2018;00701;Aosta - Università degli studi;Valle d'Aosta;NORD-OVEST;Laurea;04;Business, administration and law;M;18
2018;00701;Aosta - Università degli studi;Valle d'Aosta;NORD-OVEST;Laurea Magistrale;02;Arts and humanities;F;4
2018;00701;Aosta - Università degli studi;Valle d'Aosta;NORD-OVEST;Laurea Magistrale;02;Arts and humanities;M;2
2018;00701;Aosta - Università degli studi;Valle d'Aosta;NORD-OVEST;Laurea Magistrale;03;Social sciences, journalism and information;F;13
2018;00701;Aosta - Università degli studi;Valle d'Aosta;NORD-OVEST;Laurea Magistrale;03;Social sciences, journalism and information;M;10
2018;00701;Aosta - Università degli studi;Valle d'Aosta;NORD-OVEST;Laurea Magistrale Ciclo Unico;01;Education;F;13
2018;00701;Aosta - Università degli studi;Valle d'Aosta;NORD-OVEST;Vecchio Ordinamento;-;;F;3
2018;01001;Genova - Università degli studi;Liguria;NORD-OVEST;Laurea;01;Education;F;142
2018;01001;Genova - Università degli studi;Liguria;NORD-OVEST;Laurea;01;Education;M;17
2018;01001;Genova - Università degli studi;Liguria;NORD-OVEST;Laurea;02;Arts and humanities;F;468
2018;01001;Genova - Università degli studi;Liguria;NORD-OVEST;Laurea;02;Arts and humanities;M;171
2018;01001;Genova - Università degli studi;Liguria;NORD-OVEST;Laurea;03;Social sciences, journalism and information;F;280
2018;01001;Genova - Università degli studi;Liguria;NORD-OVEST;Laurea;03;Social sciences, journalism and information;M;199
2018;01001;Genova - Università degli studi;Liguria;NORD-OVEST;Laurea;04;Business, administration and law;F;236
2018;01001;Genova - Università degli studi;Liguria;NORD-OVEST;Laurea;04;Business, administration and law;M;204
2018;01001;Genova - Università degli studi;Liguria;NORD-OVEST;Laurea;05;Natural sciences, mathematics and statistics;F;156
2018;01001;Genova - Università degli studi;Liguria;NORD-OVEST;Laurea;05;Natural sciences, mathematics and statistics;M;139
2018;01001;Genova - Università degli studi;Liguria;NORD-OVEST;Laurea;06;Information and Communication Technologies (ICTs);F;3
2018;01001;Genova - Università degli studi;Liguria;NORD-OVEST;Laurea;06;Information and Communication Technologies (ICTs);M;35
2018;01001;Genova - Università degli studi;Liguria;NORD-OVEST;Laurea;07;Engineering, manufacturing and construction;F;209
2018;01001;Genova - Università degli studi;Liguria;NORD-OVEST;Laurea;07;Engineering, manufacturing and construction;M;468
2018;01001;Genova - Università degli studi;Liguria;NORD-OVEST;Laurea;09;Health and welfare;F;490
2018;01001;Genova - Università degli studi;Liguria;NORD-OVEST;Laurea;09;Health and welfare;M;166
2018;01001;Genova - Università degli studi;Liguria;NORD-OVEST;Laurea;10;Services;F;57
2018;01001;Genova - Università degli studi;Liguria;NORD-OVEST;Laurea;10;Services;M;55
2018;01001;Genova - Università degli studi;Liguria;NORD-OVEST;Laurea Magistrale;01;Education;F;56
2018;01001;Genova - Università degli studi;Liguria;NORD-OVEST;Laurea Magistrale;01;Education;M;6
2018;01001;Genova - Università degli studi;Liguria;NORD-OVEST;Laurea Magistrale;02;Arts and humanities;F;206
2018;01001;Genova - Università degli studi;Liguria;NORD-OVEST;Laurea Magistrale;02;Arts and humanities;M;104
2018;01001;Genova - Università degli studi;Liguria;NORD-OVEST;Laurea Magistrale;03;Social sciences, journalism and information;F;124
2018;01001;Genova - Università degli studi;Liguria;NORD-OVEST;Laurea Magistrale;03;Social sciences, journalism and information;M;79
2018;01001;Genova - Università degli studi;Liguria;NORD-OVEST;Laurea Magistrale;04;Business, administration and law;F;91
2018;01001;Genova - Università degli studi;Liguria;NORD-OVEST;Laurea Magistrale;04;Business, administration and law;M;115
2018;01001;Genova - Università degli studi;Liguria;NORD-OVEST;Laurea Magistrale;05;Natural sciences, mathematics and statistics;F;88
2018;01001;Genova - Università degli studi;Liguria;NORD-OVEST;Laurea Magistrale;05;Natural sciences, mathematics and statistics;M;70
2018;01001;Genova - Università degli studi;Liguria;NORD-OVEST;Laurea Magistrale;06;Information and Communication Technologies (ICTs);F;4
2018;01001;Genova - Università degli studi;Liguria;NORD-OVEST;Laurea Magistrale;06;Information and Communication Technologies (ICTs);M;12
2018;01001;Genova - Università degli studi;Liguria;NORD-OVEST;Laurea Magistrale;07;Engineering, manufacturing and construction;F;219
2018;01001;Genova - Università degli studi;Liguria;NORD-OVEST;Laurea Magistrale;07;Engineering, manufacturing and construction;M;411
2018;01001;Genova - Università degli studi;Liguria;NORD-OVEST;Laurea Magistrale;09;Health and welfare;F;59
2018;01001;Genova - Università degli studi;Liguria;NORD-OVEST;Laurea Magistrale;09;Health and welfare;M;29
2018;01001;Genova - Università degli studi;Liguria;NORD-OVEST;Laurea Magistrale;10;Services;F;1
2018;01001;Genova - Università degli studi;Liguria;NORD-OVEST;Laurea Magistrale;10;Services;M;17
2018;01001;Genova - Università degli studi;Liguria;NORD-OVEST;Laurea Magistrale Ciclo Unico;01;Education;F;60
2018;01001;Genova - Università degli studi;Liguria;NORD-OVEST;Laurea Magistrale Ciclo Unico;04;Business, administration and law;F;157
2018;01001;Genova - Università degli studi;Liguria;NORD-OVEST;Laurea Magistrale Ciclo Unico;04;Business, administration and law;M;73
2018;01001;Genova - Università degli studi;Liguria;NORD-OVEST;Laurea Magistrale Ciclo Unico;07;Engineering, manufacturing and construction;F;87
2018;01001;Genova - Università degli studi;Liguria;NORD-OVEST;Laurea Magistrale Ciclo Unico;07;Engineering, manufacturing and construction;M;70
2018;01001;Genova - Università degli studi;Liguria;NORD-OVEST;Laurea Magistrale Ciclo Unico;09;Health and welfare;F;208
2018;01001;Genova - Università degli studi;Liguria;NORD-OVEST;Laurea Magistrale Ciclo Unico;09;Health and welfare;M;157
2018;01001;Genova - Università degli studi;Liguria;NORD-OVEST;Vecchio Ordinamento;-;;F;28
2018;01001;Genova - Università degli studi;Liguria;NORD-OVEST;Vecchio Ordinamento;-;;M;8
2018;01201;"Castellanza - Università ""Carlo Cattaneo""";Lombardia;NORD-OVEST;Laurea;04;Business, administration and law;F;83
2018;01201;"Castellanza - Università ""Carlo Cattaneo""";Lombardia;NORD-OVEST;Laurea;04;Business, administration and law;M;139
2018;01201;"Castellanza - Università ""Carlo Cattaneo""";Lombardia;NORD-OVEST;Laurea;07;Engineering, manufacturing and construction;F;21
2018;01201;"Castellanza - Università ""Carlo Cattaneo""";Lombardia;NORD-OVEST;Laurea;07;Engineering, manufacturing and construction;M;58
2018;01201;"Castellanza - Università ""Carlo Cattaneo""";Lombardia;NORD-OVEST;Laurea Magistrale;04;Business, administration and law;F;132
2018;01201;"Castellanza - Università ""Carlo Cattaneo""";Lombardia;NORD-OVEST;Laurea Magistrale;04;Business, administration and law;M;177
2018;01201;"Castellanza - Università ""Carlo Cattaneo""";Lombardia;NORD-OVEST;Laurea Magistrale;07;Engineering, manufacturing and construction;F;20
2018;01201;"Castellanza - Università ""Carlo Cattaneo""";Lombardia;NORD-OVEST;Laurea Magistrale;07;Engineering, manufacturing and construction;M;65
2018;01201;"Castellanza - Università ""Carlo Cattaneo""";Lombardia;NORD-OVEST;Laurea Magistrale Ciclo Unico;04;Business, administration and law;F;31
2018;01201;"Castellanza - Università ""Carlo Cattaneo""";Lombardia;NORD-OVEST;Laurea Magistrale Ciclo Unico;04;Business, administration and law;M;14
2018;01202;Varese - Università dell' Insubria;Lombardia;NORD-OVEST;Laurea;02;Arts and humanities;F;198
2018;01202;Varese - Università dell' Insubria;Lombardia;NORD-OVEST;Laurea;02;Arts and humanities;M;45
2018;01202;Varese - Università dell' Insubria;Lombardia;NORD-OVEST;Laurea;03;Social sciences, journalism and information;F;208
2018;01202;Varese - Università dell' Insubria;Lombardia;NORD-OVEST;Laurea;03;Social sciences, journalism and information;M;177
2018;01202;Varese - Università dell' Insubria;Lombardia;NORD-OVEST;Laurea;04;Business, administration and law;F;5
2018;01202;Varese - Università dell' Insubria;Lombardia;NORD-OVEST;Laurea;04;Business, administration and law;M;5
2018;01202;Varese - Università dell' Insubria;Lombardia;NORD-OVEST;Laurea;05;Natural sciences, mathematics and statistics;F;88
2018;01202;Varese - Università dell' Insubria;Lombardia;NORD-OVEST;Laurea;05;Natural sciences, mathematics and statistics;M;64
2018;01202;Varese - Università dell' Insubria;Lombardia;NORD-OVEST;Laurea;06;Information and Communication Technologies (ICTs);F;6
2018;01202;Varese - Università dell' Insubria;Lombardia;NORD-OVEST;Laurea;06;Information and Communication Technologies (ICTs);M;55
2018;01202;Varese - Università dell' Insubria;Lombardia;NORD-OVEST;Laurea;07;Engineering, manufacturing and construction;F;10
2018;01202;Varese - Università dell' Insubria;Lombardia;NORD-OVEST;Laurea;07;Engineering, manufacturing and construction;M;49
2018;01202;Varese - Università dell' Insubria;Lombardia;NORD-OVEST;Laurea;09;Health and welfare;F;175
2018;01202;Varese - Università dell' Insubria;Lombardia;NORD-OVEST;Laurea;09;Health and welfare;M;84
2018;01202;Varese - Università dell' Insubria;Lombardia;NORD-OVEST;Laurea;10;Services;F;75
2018;01202;Varese - Università dell' Insubria;Lombardia;NORD-OVEST;Laurea;10;Services;M;64
2018;01202;Varese - Università dell' Insubria;Lombardia;NORD-OVEST;Laurea Magistrale;02;Arts and humanities;F;20
2018;01202;Varese - Università dell' Insubria;Lombardia;NORD-OVEST;Laurea Magistrale;02;Arts and humanities;M;2
2018;01202;Varese - Università dell' Insubria;Lombardia;NORD-OVEST;Laurea Magistrale;03;Social sciences, journalism and information;F;16
2018;01202;Varese - Università dell' Insubria;Lombardia;NORD-OVEST;Laurea Magistrale;03;Social sciences, journalism and information;M;5
2018;01202;Varese - Università dell' Insubria;Lombardia;NORD-OVEST;Laurea Magistrale;04;Business, administration and law;F;42
2018;01202;Varese - Università dell' Insubria;Lombardia;NORD-OVEST;Laurea Magistrale;04;Business, administration and law;M;43
2018;01202;Varese - Università dell' Insubria;Lombardia;NORD-OVEST;Laurea Magistrale;05;Natural sciences, mathematics and statistics;F;40
2018;01202;Varese - Università dell' Insubria;Lombardia;NORD-OVEST;Laurea Magistrale;05;Natural sciences, mathematics and statistics;M;34
2018;01202;Varese - Università dell' Insubria;Lombardia;NORD-OVEST;Laurea Magistrale;06;Information and Communication Technologies (ICTs);F;2
2018;01202;Varese - Università dell' Insubria;Lombardia;NORD-OVEST;Laurea Magistrale;06;Information and Communication Technologies (ICTs);M;6
2018;01202;Varese - Università dell' Insubria;Lombardia;NORD-OVEST;Laurea Magistrale Ciclo Unico;04;Business, administration and law;F;47
2018;01202;Varese - Università dell' Insubria;Lombardia;NORD-OVEST;Laurea Magistrale Ciclo Unico;04;Business, administration and law;M;25
2018;01202;Varese - Università dell' Insubria;Lombardia;NORD-OVEST;Laurea Magistrale Ciclo Unico;09;Health and welfare;F;104
2018;01202;Varese - Università dell' Insubria;Lombardia;NORD-OVEST;Laurea Magistrale Ciclo Unico;09;Health and welfare;M;65
2018;01202;Varese - Università dell' Insubria;Lombardia;NORD-OVEST;Vecchio Ordinamento;-;;F;2
2018;01202;Varese - Università dell' Insubria;Lombardia;NORD-OVEST;Vecchio Ordinamento;-;;M;3
2018;01301;"Novedrate (CO) - Università telematica ""e-Campus""";Lombardia;NORD-OVEST;Laurea;01;Education;F;99
2018;01301;"Novedrate (CO) - Università telematica ""e-Campus""";Lombardia;NORD-OVEST;Laurea;01;Education;M;13
2018;01301;"Novedrate (CO) - Università telematica ""e-Campus""";Lombardia;NORD-OVEST;Laurea;02;Arts and humanities;F;152
2018;01301;"Novedrate (CO) - Università telematica ""e-Campus""";Lombardia;NORD-OVEST;Laurea;02;Arts and humanities;M;39
2018;01301;"Novedrate (CO) - Università telematica ""e-Campus""";Lombardia;NORD-OVEST;Laurea;03;Social sciences, journalism and information;F;397
2018;01301;"Novedrate (CO) - Università telematica ""e-Campus""";Lombardia;NORD-OVEST;Laurea;03;Social sciences, journalism and information;M;249
2018;01301;"Novedrate (CO) - Università telematica ""e-Campus""";Lombardia;NORD-OVEST;Laurea;04;Business, administration and law;F;87
2018;01301;"Novedrate (CO) - Università telematica ""e-Campus""";Lombardia;NORD-OVEST;Laurea;04;Business, administration and law;M;90
2018;01301;"Novedrate (CO) - Università telematica ""e-Campus""";Lombardia;NORD-OVEST;Laurea;07;Engineering, manufacturing and construction;F;38
2018;01301;"Novedrate (CO) - Università telematica ""e-Campus""";Lombardia;NORD-OVEST;Laurea;07;Engineering, manufacturing and construction;M;264
2018;01301;"Novedrate (CO) - Università telematica ""e-Campus""";Lombardia;NORD-OVEST;Laurea;10;Services;F;87
2018;01301;"Novedrate (CO) - Università telematica ""e-Campus""";Lombardia;NORD-OVEST;Laurea;10;Services;M;127
2018;01301;"Novedrate (CO) - Università telematica ""e-Campus""";Lombardia;NORD-OVEST;Laurea Magistrale;01;Education;F;50
2018;01301;"Novedrate (CO) - Università telematica ""e-Campus""";Lombardia;NORD-OVEST;Laurea Magistrale;01;Education;M;4
2018;01301;"Novedrate (CO) - Università telematica ""e-Campus""";Lombardia;NORD-OVEST;Laurea Magistrale;02;Arts and humanities;F;81
2018;01301;"Novedrate (CO) - Università telematica ""e-Campus""";Lombardia;NORD-OVEST;Laurea Magistrale;02;Arts and humanities;M;18
2018;01301;"Novedrate (CO) - Università telematica ""e-Campus""";Lombardia;NORD-OVEST;Laurea Magistrale;03;Social sciences, journalism and information;F;111
2018;01301;"Novedrate (CO) - Università telematica ""e-Campus""";Lombardia;NORD-OVEST;Laurea Magistrale;03;Social sciences, journalism and information;M;54
2018;01301;"Novedrate (CO) - Università telematica ""e-Campus""";Lombardia;NORD-OVEST;Laurea Magistrale;07;Engineering, manufacturing and construction;F;15
2018;01301;"Novedrate (CO) - Università telematica ""e-Campus""";Lombardia;NORD-OVEST;Laurea Magistrale;07;Engineering, manufacturing and construction;M;63
2018;01301;"Novedrate (CO) - Università telematica ""e-Campus""";Lombardia;NORD-OVEST;Laurea Magistrale Ciclo Unico;04;Business, administration and law;F;61
2018;01301;"Novedrate (CO) - Università telematica ""e-Campus""";Lombardia;NORD-OVEST;Laurea Magistrale Ciclo Unico;04;Business, administration and law;M;78
2018;01501;Milano - Università degli studi;Lombardia;NORD-OVEST;Laurea;02;Arts and humanities;F;1498
